#Machine Module,SSA3021X
#Y Axis Scale,LOG
#Y Axis Unit,dBm
#Impedance,50
#Number of Points,751
#Sweep Time(s),8.100000,Auto
#Start Frequency,+0.000000000e+00
#Stop Frequency,+1.000000000e+08
#Offset Frequency,+0.000000000e+00
#Average Type,Log Pwr
#RBW,10000.000000,Manual
#VBW,10000.000000,Auto
#Sweep Type,Continuous
#Sweep Mode,Sweep
#Sweep Rule,Speed
#PreAmp State,ON
#Ref Level,-3.000000000e+01
#Attenuation,10,Auto
#Trigger Source,FreeRun
#Trigger Level,+0.000000000e+00
#External Trigger Edge,FALL
#Video Trigger Edge,FALL
#Marker Information
#Marker,Trace,Type,X Axis,Amplitude
#Trace Math,0
#Trace Variable X,Trace A
#Trace Variable Y,Trace B
#Trace Variable Z,Trace C
#Trace Name,Trace A,Trace B,Trace C,Trace D
#Trace Type,View,View,View,View
#Trace Detector,Sample,Sample,Sample,Sample
#Trace Data
2.760000e+07,-5.792952e+01,-3.564437e+01,-9.674198e+01,-1.202633e+02
2.773333e+07,-5.806624e+01,-3.563460e+01,-9.574702e+01,-1.161689e+02
2.786667e+07,-5.795394e+01,-3.561019e+01,-9.537970e+01,-1.161175e+02
2.800000e+07,-5.794905e+01,-3.557112e+01,-9.605924e+01,-1.194204e+02
2.813333e+07,-5.784163e+01,-3.553206e+01,-9.501336e+01,-1.151659e+02
2.826667e+07,-5.787093e+01,-3.552718e+01,-9.469068e+01,-1.165245e+02
2.840000e+07,-5.776839e+01,-3.552718e+01,-9.492451e+01,-1.157232e+02
2.853333e+07,-5.777815e+01,-3.550765e+01,-9.470358e+01,-1.174256e+02
2.866667e+07,-5.777815e+01,-3.552230e+01,-9.518524e+01,-1.162094e+02
2.880000e+07,-5.780745e+01,-3.550276e+01,-9.620834e+01,-1.190731e+02
2.893333e+07,-5.786605e+01,-3.548812e+01,-9.546557e+01,-1.140817e+02
2.906667e+07,-5.778304e+01,-3.544905e+01,-9.583290e+01,-1.152821e+02
2.920000e+07,-5.774397e+01,-3.540511e+01,-9.499563e+01,-1.169028e+02
2.933333e+07,-5.766585e+01,-3.539046e+01,-9.464330e+01,-1.145160e+02
2.946667e+07,-5.762679e+01,-3.540999e+01,-9.495886e+01,-1.150396e+02
2.960000e+07,-5.784163e+01,-3.535140e+01,-9.438922e+01,-1.168208e+02
2.973333e+07,-5.748030e+01,-3.534163e+01,-9.534883e+01,-1.190123e+02
2.986667e+07,-5.755843e+01,-3.539046e+01,-9.468655e+01,-1.162993e+02
3.000000e+07,-5.770003e+01,-3.534651e+01,-9.546421e+01,-1.143487e+02
3.013333e+07,-5.757796e+01,-3.535140e+01,-9.395437e+01,-1.151440e+02
3.026667e+07,-5.772444e+01,-3.529769e+01,-9.559867e+01,-1.145283e+02
3.040000e+07,-5.779769e+01,-3.526839e+01,-9.381324e+01,-1.166296e+02
3.053333e+07,-5.767562e+01,-3.525374e+01,-9.467359e+01,-1.158465e+02
3.066667e+07,-5.759749e+01,-3.520491e+01,-9.351457e+01,-1.183584e+02
3.080000e+07,-5.759261e+01,-3.523421e+01,-9.367869e+01,-1.156490e+02
3.093333e+07,-5.769026e+01,-3.524397e+01,-9.303844e+01,-1.151808e+02
3.106667e+07,-5.765608e+01,-3.522444e+01,-9.534787e+01,-1.137473e+02
3.120000e+07,-5.749007e+01,-3.520980e+01,-9.437010e+01,-1.188153e+02
3.133333e+07,-5.733870e+01,-3.520980e+01,-9.397681e+01,-1.158318e+02
3.146667e+07,-5.765120e+01,-3.519026e+01,-9.366730e+01,-1.161663e+02
3.160000e+07,-5.731917e+01,-3.516097e+01,-9.481005e+01,-1.159105e+02
3.173333e+07,-5.731917e+01,-3.512190e+01,-9.327301e+01,-1.164953e+02
3.186667e+07,-5.750472e+01,-3.510237e+01,-9.434860e+01,-1.139878e+02
3.200000e+07,-5.728011e+01,-3.509749e+01,-9.486235e+01,-1.136345e+02
3.213333e+07,-5.741683e+01,-3.508772e+01,-9.515788e+01,-1.142222e+02
3.226667e+07,-5.718245e+01,-3.505843e+01,-9.371876e+01,-1.153467e+02
3.240000e+07,-5.728499e+01,-3.509749e+01,-9.484947e+01,-1.137171e+02
3.253333e+07,-5.728987e+01,-3.509749e+01,-9.337392e+01,-1.178921e+02
3.266667e+07,-5.715315e+01,-3.508284e+01,-9.371351e+01,-1.171927e+02
3.280000e+07,-5.728987e+01,-3.502425e+01,-9.421050e+01,-1.162556e+02
3.293333e+07,-5.733870e+01,-3.501448e+01,-9.404149e+01,-1.152369e+02
3.306667e+07,-5.725081e+01,-3.498519e+01,-9.459533e+01,-1.155788e+02
3.320000e+07,-5.730940e+01,-3.499007e+01,-9.413553e+01,-1.140627e+02
3.333333e+07,-5.722151e+01,-3.496077e+01,-9.437175e+01,-1.132817e+02
3.346667e+07,-5.702132e+01,-3.498030e+01,-9.394078e+01,-1.168959e+02
3.360000e+07,-5.735823e+01,-3.496565e+01,-9.352771e+01,-1.157646e+02
